,ÀÏ·Ã¹øÈ£,Ç°¹ø,½ÃÇèÀÏÀÚ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ºÒÇÕ°Ý Ç×¸ñ,ÆÇÁ¤,LOT ¹øÈ£,ÇÕ°Ý¿©ºÎ,»ý»ê³â¿ù,½ÃÇè³â¿ù,¿î¿ë¿ù
108,SG 08 A794 00,81046010,2023.1.31,2.200 ,2.015 ,1900.000 ,600.000 ,550.000 ,2400.000 ,6000.000 ,580.000 ,3.000 ,100.831 ,1.831 ,2.344 ,2.529 ,2.471 ,0.000 ,0.000 ,2.485 ,4.999 ,14.978 ,-14.813 ,9.706 ,0.050 ,3.565 ,0.270 ,9.592 ,0.053 ,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ºÒÇÕ°Ý,0812,2301,169.0
109,SG 08 A814 00,81046010,2023.2.1,2.309 ,2.035 ,1800.000 ,550.000 ,510.000 ,2300.000 ,5300.000 ,530.000 ,3.021 ,100.164 ,1.787 ,2.432 ,2.520 ,2.456 ,0.000 ,0.000 ,2.485 ,4.999 ,14.941 ,-14.960 ,9.941 ,0.041 ,20.396 ,0.635 ,9.921 ,0.154 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ÇÕ°Ý,0812,2302,170.0
110,SG 09 B006 00,81046010,2023.2.7,2.062 ,2.034 ,1800.000 ,580.000 ,530.000 ,2400.000 ,5600.000 ,550.000 ,3.015 ,100.524 ,1.821 ,2.466 ,2.563 ,2.378 ,0.000 ,0.000 ,2.485 ,4.980 ,14.941 ,-14.868 ,9.719 ,0.051 ,19.912 ,0.783 ,9.720 ,0.173 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
111,SG 09 B007 00,81046010,2023.2.9,2.069 ,2.038 ,1850.000 ,600.000 ,550.000 ,2400.000 ,6000.000 ,550.000 ,3.041 ,100.726 ,1.816 ,2.490 ,2.588 ,2.397 ,0.000 ,0.000 ,2.485 ,4.999 ,14.996 ,-14.813 ,9.990 ,-0.028 ,20.257 ,0.497 ,9.950 ,0.069 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
112,SG 09 B008 00,81046010,2023.2.6,2.047 ,2.071 ,1800.000 ,580.000 ,530.000 ,2350.000 ,5500.000 ,550.000 ,3.043 ,100.353 ,1.787 ,2.466 ,2.524 ,2.412 ,0.000 ,0.000 ,2.480 ,4.999 ,14.996 ,-14.960 ,10.147 ,-0.043 ,20.654 ,0.474 ,10.153 ,0.092 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
113,SG 09 B009 00,81046010,2023.2.7,2.015 ,2.010 ,1500.000 ,550.000 ,510.000 ,2300.000 ,5900.000 ,540.000 ,3.042 ,100.888 ,1.807 ,2.495 ,2.534 ,2.441 ,0.000 ,0.000 ,2.485 ,4.987 ,15.033 ,-14.850 ,9.971 ,-0.065 ,20.332 ,0.300 ,9.979 ,0.052 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
114,SG 09 B010 00,81046010,2023.2.8,1.900 ,2.000 ,1850.000 ,570.000 ,530.000 ,2400.000 ,6000.000 ,550.000 ,3.061 ,99.298 ,1.841 ,2.510 ,2.510 ,2.480 ,0.000 ,0.005 ,2.485 ,4.987 ,14.996 ,-15.216 ,9.486 ,0.018 ,3.458 ,-0.011 ,-15.386 ,-0.478 ,21.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2302,162.0
115,SG 09 B011 00,81046010,2023.2.8,2.035 ,2.047 ,1800.000 ,580.000 ,530.000 ,2400.000 ,5800.000 ,540.000 ,3.042 ,100.946 ,1.826 ,2.446 ,2.544 ,2.427 ,0.000 ,0.000 ,2.485 ,4.999 ,14.960 ,-14.777 ,9.723 ,0.380 ,19.934 ,1.109 ,9.688 ,0.489 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
116,SG 09 B013 00,81046010,2023.2.9,2.011 ,2.030 ,1800.000 ,580.000 ,530.000 ,2400.000 ,5700.000 ,550.000 ,3.061 ,100.729 ,1.802 ,2.422 ,2.529 ,2.417 ,0.000 ,0.000 ,2.480 ,5.011 ,14.996 ,-14.886 ,9.965 ,-0.049 ,20.514 ,0.369 ,9.987 ,0.054 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
117,SG 09 B014 00,81046010,2023.2.8,2.053 ,2.034 ,1800.000 ,580.000 ,540.000 ,2350.000 ,5600.000 ,550.000 ,3.059 ,99.550 ,1.816 ,2.451 ,2.588 ,2.427 ,0.000 ,0.020 ,2.485 ,4.999 ,14.960 ,-15.179 ,9.737 ,-0.040 ,20.231 ,0.102 ,9.762 ,0.101 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
118,SG 09 B015 00,81046010,2023.2.7,1.900 ,2.018 ,1900.000 ,600.000 ,550.000 ,2400.000 ,6000.000 ,550.000 ,3.069 ,100.745 ,1.812 ,2.451 ,2.563 ,2.422 ,0.000 ,0.020 ,2.485 ,5.011 ,15.015 ,-14.813 ,9.853 ,-0.087 ,20.455 ,0.124 ,9.827 ,0.027 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
119,SG 09 B016 00,81046010,2023.2.9,1.900 ,1.974 ,1800.000 ,600.000 ,550.000 ,2400.000 ,6000.000 ,550.000 ,3.052 ,100.798 ,1.826 ,2.456 ,2.534 ,2.432 ,0.000 ,0.000 ,2.485 ,5.005 ,14.978 ,-14.813 ,9.583 ,-0.067 ,19.868 ,0.194 ,9.579 ,0.013 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
120,SG 09 B017 00,81046010,2023.2.6,1.900 ,2.006 ,1800.000 ,580.000 ,530.000 ,2300.000 ,5500.000 ,550.000 ,3.069 ,100.677 ,1.802 ,2.471 ,2.559 ,2.437 ,0.000 ,0.000 ,2.485 ,5.017 ,14.996 ,-14.868 ,10.075 ,-0.058 ,20.690 ,0.409 ,10.081 ,0.064 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
121,SG 09 B018 00,81046010,2023.2.7,2.118 ,2.017 ,1850.000 ,590.000 ,530.000 ,2400.000 ,6000.000 ,550.000 ,3.059 ,100.859 ,1.802 ,2.446 ,2.534 ,2.471 ,0.000 ,0.000 ,2.480 ,5.005 ,14.960 ,-14.758 ,9.746 ,-0.032 ,20.086 ,0.223 ,9.726 ,0.031 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
122,SG 08 A638 00,81046010,2023.2.9,2.146 ,100.799 ,1850.000 ,550.000 ,530.000 ,2400.000 ,5500.000 ,550.000 ,3.052 ,99.437 ,1.792 ,2.456 ,2.378 ,2.310 ,0.000 ,0.000 ,2.485 ,4.993 ,14.978 ,-15.216 ,10.031 ,-0.105 ,20.318 ,0.121 ,9.964 ,-0.011 ,21.0,½ºÄûºê,ºÒÇÕ°Ý,¿¤³Ø¿ø08¾Æ056-019°¡,ºÒÇÕ°Ý,0808,2302,174.0
123,SG 08 A639 00,81046010,2023.2.10,1.900 ,2.008 ,1800.000 ,550.000 ,530.000 ,2400.000 ,5500.000 ,550.000 ,3.049 ,99.710 ,1.807 ,2.485 ,2.554 ,2.397 ,0.000 ,0.000 ,2.490 ,5.017 ,14.978 ,-15.216 ,9.855 ,-0.145 ,20.209 ,0.039 ,9.979 ,-0.056 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08¾Æ056-019°¡,ÇÕ°Ý,0808,2302,174.0
124,SG 08 A640 00,81046010,2023.2.10,2.102 ,2.027 ,1900.000 ,560.000 ,540.000 ,2400.000 ,5500.000 ,550.000 ,3.069 ,99.605 ,1.802 ,2.466 ,2.495 ,2.451 ,0.000 ,0.000 ,2.485 ,4.999 ,15.033 ,-15.289 ,10.071 ,-0.132 ,20.335 ,0.259 ,9.987 ,-0.019 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08¾Æ056-019°¡,ÇÕ°Ý,0808,2302,174.0
125,SG 08 A676 00,81046010,2023.2.9,2.087 ,1.992 ,1600.000 ,550.000 ,530.000 ,2400.000 ,5500.000 ,550.000 ,3.061 ,100.551 ,1.660 ,2.417 ,2.495 ,2.412 ,0.000 ,0.000 ,2.485 ,4.993 ,14.978 ,-14.886 ,7.490 ,-3.248 ,20.315 ,0.427 ,-13.912 ,-1.512 ,14.0,"±âº»¼º´É(°­Á¦¼¼Â÷), °íÂø¹®ÅÎ°ª, ³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø08ÀÚ056-020°¡,ºÒÇÕ°Ý,0809,2302,173.0
126,SG 08 A681 00,81046010,2023.2.10,2.061 ,1.990 ,1900.000 ,560.000 ,540.000 ,2400.000 ,5500.000 ,550.000 ,3.032 ,100.537 ,1.826 ,2.471 ,2.544 ,2.422 ,0.000 ,0.000 ,2.490 ,5.005 ,14.941 ,-14.868 ,9.781 ,-0.114 ,20.050 ,0.201 ,9.771 ,0.011 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08ÀÚ056-020°¡,ÇÕ°Ý,0809,2302,173.0
127,SG 08 A683 00,81046010,2023.2.10,2.086 ,2.002 ,1800.000 ,550.000 ,550.000 ,2400.000 ,5500.000 ,550.000 ,3.039 ,100.842 ,1.807 ,2.466 ,2.202 ,2.598 ,0.000 ,0.000 ,2.490 ,4.993 ,15.051 ,-14.905 ,9.884 ,0.091 ,20.224 ,0.730 ,9.907 ,0.195 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08ÀÚ056-020°¡,ÇÕ°Ý,0809,2302,173.0
128,SG 09 A963 00,81046010,2023.2.10,2.206 ,2.006 ,1400.000 ,560.000 ,530.000 ,2400.000 ,6000.000 ,550.000 ,3.052 ,100.615 ,1.787 ,2.471 ,2.529 ,2.451 ,0.000 ,0.000 ,2.485 ,4.993 ,15.015 ,-14.886 ,9.962 ,-0.019 ,20.320 ,0.429 ,9.942 ,0.025 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2302,162.0
129,SG 09 A964 00,81046010,2023.2.10,2.212 ,1.997 ,1800.000 ,550.000 ,540.000 ,2400.000 ,5500.000 ,550.000 ,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2302,162.0
130,SG 08 A641 00,81046010,2023.3.15,2.138 ,2.028 ,1800.000 ,550.000 ,530.000 ,2300.000 ,5500.000 ,550.000 ,3.069 ,101.113 ,1.802 ,2.446 ,2.539 ,2.393 ,0.000 ,0.000 ,2.490 ,4.987 ,15.051 ,-14.832 ,10.181 ,-0.133 ,21.126 ,0.243 ,10.036 ,-0.039 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08¾Æ056-019°¡,ÇÕ°Ý,0808,2303,175.0
131,SG 08 A642 00,81046010,2023.3.15,2.101 ,2.019 ,1800.000 ,550.000 ,530.000 ,2300.000 ,5400.000 ,550.000 ,3.051 ,100.666 ,1.797 ,2.471 ,2.305 ,2.427 ,0.000 ,0.000 ,2.490 ,4.993 ,15.015 ,-14.886 ,10.048 ,-0.041 ,20.899 ,0.465 ,9.881 ,0.055 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08¾Æ056-019°¡,ÇÕ°Ý,0808,2303,175.0
132,SG 08 A643 00,81046010,2023.3.14,2.085 ,1.992 ,1750.000 ,550.000 ,500.000 ,2300.000 ,5500.000 ,530.000 ,3.043 ,100.581 ,1.826 ,2.544 ,2.520 ,2.417 ,0.000 ,0.000 ,2.485 ,4.993 ,14.978 ,-14.886 ,9.808 ,-0.045 ,20.783 ,0.480 ,9.709 ,-0.002 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08¾Æ056-019°¡,ÇÕ°Ý,0808,2303,175.0
133,SG 08 A682 00,81046010,2023.3.14,2.252 ,2.040 ,1800.000 ,550.000 ,500.000 ,2300.000 ,5500.000 ,540.000 ,3.070 ,100.840 ,1.797 ,2.495 ,2.544 ,2.437 ,0.000 ,0.000 ,2.485 ,4.999 ,14.978 ,-14.795 ,10.199 ,-0.018 ,21.116 ,0.556 ,10.117 ,0.080 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08ÀÚ056-020°¡,ÇÕ°Ý,0809,2303,174.0
134,SG 08 A782 00,81046010,2023.3.9,2.175 ,2.073 ,1750.000 ,550.000 ,500.000 ,2400.000 ,5500.000 ,510.000 ,3.166 ,97.578 ,1.851 ,2.373 ,2.544 ,2.461 ,0.000 ,0.000 ,2.495 ,4.987 ,14.960 ,-15.289 ,9.921 ,-0.085 ,20.662 ,0.016 ,9.916 ,-0.132 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ÇÕ°Ý,0811,2303,172.0
135,SG 08 A783 00,81046010,2023.3.15,2.152 ,2.030 ,1800.000 ,550.000 ,510.000 ,2400.000 ,5500.000 ,550.000 ,3.050 ,100.871 ,1.836 ,2.520 ,2.505 ,2.490 ,0.000 ,0.000 ,2.500 ,4.999 ,15.070 ,-14.905 ,9.701 ,-0.014 ,-23.780 ,-1.095 ,-15.171 ,-1.043 ,14.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª, ³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø08Ä«056-022°¡,ºÒÇÕ°Ý,0811,2303,172.0
136,SG 08 A784 00,81046010,2023.3.15,2.073 ,2.026 ,1800.000 ,550.000 ,500.000 ,2300.000 ,5500.000 ,530.000 ,3.539 ,98.170 ,1.855 ,2.476 ,2.515 ,2.437 ,0.000 ,0.000 ,2.500 ,5.005 ,14.960 ,-15.253 ,9.622 ,0.023 ,20.230 ,0.255 ,9.522 ,0.056 ,20.0,,ÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ÇÕ°Ý,0812,2303,171.0
137,SG 08 A787 00,81046010,2023.3.14,2.095 ,2.024 ,1800.000 ,550.000 ,500.000 ,2300.000 ,5500.000 ,530.000 ,3.059 ,100.575 ,1.807 ,2.461 ,2.559 ,2.500 ,0.000 ,0.000 ,2.490 ,4.993 ,14.923 ,-14.832 ,9.949 ,-0.057 ,20.896 ,0.275 ,9.878 ,-0.030 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ÇÕ°Ý,0812,2303,171.0
138,SG 08 A788 00,81046010,2023.3.14,2.105 ,2.025 ,1800.000 ,550.000 ,500.000 ,2400.000 ,5500.000 ,550.000 ,3.033 ,100.516 ,1.787 ,2.441 ,2.554 ,2.485 ,0.000 ,0.000 ,2.490 ,4.990 ,15.033 ,-14.905 ,9.657 ,-0.030 ,20.564 ,0.375 ,9.636 ,0.020 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ÇÕ°Ý,0812,2303,171.0
139,SG 08 A790 00,81046010,2023.3.14,2.137 ,2.041 ,1800.000 ,550.000 ,500.000 ,2400.000 ,5500.000 ,550.000 ,3.059 ,100.989 ,1.787 ,2.437 ,2.559 ,2.476 ,0.000 ,0.000 ,2.490 ,4.993 ,15.015 ,-14.868 ,11.990 ,-2.924 ,-25.586 ,-0.913 ,-14.541 ,-0.951 ,,"±âº»¼º´É(°­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ºÒÇÕ°Ý,0812,2303,171.0
140,SG 08 A792 00,81046010,2023.3.14,100.799 ,2.003 ,1800.000 ,570.000 ,510.000 ,2400.000 ,6000.000 ,540.000 ,3.042 ,100.759 ,1.802 ,2.437 ,2.520 ,2.432 ,0.000 ,0.000 ,2.490 ,4.980 ,15.088 ,-14.941 ,6.407 ,-2.984 ,-25.576 ,-0.847 ,,,,"½ºÄûºê, ±âº»¼º´É(°­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ºÒÇÕ°Ý,0812,2303,171.0
141,SG 08 A813 00,81046010,2023.3.13,2.139 ,2.033 ,1800.000 ,550.000 ,500.000 ,2300.000 ,5400.000 ,530.000 ,3.069 ,99.694 ,1.782 ,2.437 ,2.524 ,2.451 ,0.000 ,0.020 ,2.500 ,4.993 ,15.051 ,-15.253 ,9.925 ,0.005 ,20.566 ,0.498 ,9.886 ,0.107 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø08Å¸056-023°¡,ÇÕ°Ý,0812,2303,171.0
142,SG 09 A916 00,81046010,2023.3.15,2.092 ,2.030 ,1800.000 ,550.000 ,500.000 ,2300.000 ,5500.000 ,510.000 ,3.052 ,100.836 ,1.802 ,2.412 ,2.510 ,2.422 ,0.000 ,0.000 ,2.485 ,5.005 ,14.960 ,-14.777 ,9.645 ,-0.016 ,20.378 ,0.472 ,9.425 ,0.111 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2303,165.0
143,SG 09 B012 00,81046010,2023.3.15,2.100 ,2.024 ,1800.000 ,550.000 ,500.000 ,2300.000 ,5100.000 ,510.000 ,3.059 ,100.751 ,1.807 ,2.397 ,2.549 ,2.446 ,0.000 ,0.000 ,2.490 ,4.993 ,14.996 ,-14.813 ,10.280 ,-0.096 ,21.377 ,0.135 ,10.056 ,-0.019 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2303,163.0
144,SG 09 B020 00,81046010,2023.3.13,2.068 ,2.022 ,1800.000 ,550.000 ,510.000 ,2300.000 ,5500.000 ,540.000 ,3.061 ,100.473 ,1.821 ,2.437 ,2.544 ,2.373 ,0.000 ,0.000 ,2.490 ,4.999 ,14.996 ,-14.960 ,9.649 ,0.556 ,20.575 ,0.453 ,9.621 ,0.700 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2303,163.0
145,SG 09 B035 00,81046010,2023.3.13,1.900 ,1.997 ,1800.000 ,560.000 ,530.000 ,2400.000 ,5500.000 ,550.000 ,3.069 ,100.991 ,1.792 ,2.417 ,2.510 ,2.422 ,0.000 ,0.000 ,2.485 ,4.987 ,14.978 ,-14.740 ,9.919 ,-0.014 ,20.655 ,0.203 ,9.881 ,0.124 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2303,162.0
146,SG 09 B036 00,81046010,2023.3.13,2.091 ,2.036 ,1800.000 ,560.000 ,510.000 ,2300.000 ,5500.000 ,540.000 ,3.069 ,100.829 ,1.826 ,2.471 ,2.524 ,2.441 ,0.000 ,0.000 ,2.485 ,4.999 ,14.960 ,-14.777 ,9.642 ,-0.034 ,20.220 ,0.216 ,9.577 ,0.052 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2303,162.0
147,SG 09 B037 00,81046010,2023.3.13,2.089 ,2.026 ,1800.000 ,550.000 ,510.000 ,2300.000 ,5500.000 ,550.000 ,3.069 ,100.932 ,1.772 ,2.451 ,2.549 ,2.446 ,0.000 ,0.020 ,2.485 ,4.993 ,14.978 ,-14.703 ,10.095 ,-0.032 ,20.833 ,0.209 ,10.048 ,0.067 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2303,162.0
148,SG 09 B038 00,81046010,2023.3.13,2.057 ,2.007 ,1800.000 ,550.000 ,510.000 ,2300.000 ,5500.000 ,550.000 ,3.033 ,100.598 ,1.816 ,2.480 ,2.544 ,2.432 ,0.000 ,0.000 ,2.485 ,4.999 ,14.978 ,-14.832 ,9.904 ,-0.066 ,20.549 ,0.016 ,9.858 ,0.064 ,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2303,162.0
149,SG 09 A818 00,81046010,2023-04-13,2.148,2.007,1800.000,550.000,540.000,2350.000,5500.000,550.000,3.539,100.093,1.831,2.476,2.485,2.490,0.000,0.000,2.490,4.999,14.996,-14.795,9.620,0.009,-26.477,-0.269,-15.359,-0.242,13.0,"ÃÖ´ëÃßÀû·ü,°íÂø¹®ÅÎ°ª,³Ã°¢À¯Áö½Ã°£",ºÒÇÕ°Ý,¿¤³Ø¿ø09³ª056-024°¡,ºÒÇÕ°Ý,0902,2304,170.0
150,SG 09 A891 00,81046010,2023-04-13,2.050,2.034,1800.000,560.000,520.000,2350.000,5500.000,550.000,3.052,100.829,1.836,2.456,2.520,2.490,0.000,0.000,2.485,4.980,14.941,-14.740,9.705,-0.043,-25.723,-0.100,-14.772,-0.486,21.0,"ÃÖ´ëÃßÀû·ü,°íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09¸¶056-027°¡,ºÒÇÕ°Ý,0905,2304,167.0
151,SG 09 A893 00,81046010,2023-04-13,2.152,2.005,1850.000,580.000,530.000,2400.000,6000.000,550.000,3.281,100.780,1.821,2.393,2.505,2.466,0.000,0.000,2.485,4.999,14.941,-14.813,9.898,0.009,-15.560,-0.298,9.684,0.157,20.0,"Á¤·Ä, ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2304,166.0
152,SG 09 A896 00,81046010,2023-04-11,2.078,2.028,1800.000,560.000,510.000,2350.000,5500.000,540.000,2.990,99.718,1.797,2.417,2.510,2.432,0.000,0.000,2.485,4.993,14.978,-15.106,9.779,0.017,-11.313,-0.311,9.667,0.119,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2304,166.0
153,SG 09 A897 00,81046010,2023-04-11,1.900,2.031,1800.000,580.000,530.000,2400.000,5500.000,550.000,3.040,100.866,1.787,2.417,2.495,2.471,0.000,0.000,2.485,4.993,14.978,-14.850,9.632,-0.022,-25.815,-0.170,-15.047,-0.134,21.0,"ÃÖ´ëÃßÀû·ü,°íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ºÒÇÕ°Ý,0906,2304,166.0
154,SG 09 A902 00,80146010,2023-04-11,2.170,2.033,1800.000,580.000,530.000,2400.000,5600.000,550.000,3.011,100.846,1.816,2.422,2.524,2.427,0.000,0.000,2.485,4.999,14.960,-14.740,9.846,0.001,20.793,0.445,9.769,0.117,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2304,166.0
155,SG 09 A904 00,81046010,2023-04-13,2.099,2.039,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.061,100.623,1.816,2.520,2.612,2.427,0.000,0.000,2.485,4.987,14.960,-14.813,10.042,-0.004,21.035,0.419,9.862,0.113,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¹Ù056-028°¡,ÇÕ°Ý,0906,2304,166.0
156,SG 09 A917 00,81046010,2023-04-12,1.900,2.028,1800.000,550.000,530.000,2300.000,5500.000,550.000,4.069,100.768,1.816,2.480,2.495,2.427,0.000,0.015,2.485,4.999,14.941,-14.777,9.810,-0.036,20.275,0.549,9.620,0.089,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2304,165.0
157,SG 09 A921 00,81046010,2023-04-12,2.109,2.021,1800.000,560.000,510.000,2300.000,6000.000,540.000,3.051,,,,,,,,,,,,,,,,,,,±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡),ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2304,165.0
158,SG 09 A925 00,81046010,2023-04-12,2.131,2.023,1800.000,560.000,530.000,2350.000,5900.000,550.000,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2304,165.0
159,SG 09 A926 00,81046010,2023-04-12,2.136,2.007,1700.000,560.000,530.000,2300.000,5500.000,550.000,3.069,100.428,1.831,2.417,2.524,2.441,0.000,0.000,2.485,5.005,14.960,-14.868,9.771,-0.028,20.410,0.506,9.633,0.079,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2304,165.0
160,SG 09 A965 00,81046010,2023-04-12,2.327,2.032,1800.000,590.000,550.000,2400.000,5800.000,550.000,3.052,100.770,1.816,2.432,2.554,2.437,0.000,0.020,2.485,4.993,14.978,-14.868,9.767,-0.039,20.481,0.350,9.567,0.064,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
161,SG 09 A966 00,81046010,2023-04-11,2.072,2.002,1800.000,560.000,530.000,2350.000,5500.000,550.000,3.041,99.425,1.836,2.427,2.524,2.446,0.000,0.000,2.490,4.987,14.960,-15.198,9.621,-0.056,20.329,-0.055,9.537,-0.025,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
162,SG 09 A967 00,81046010,2023-04-11,2.123,2.010,1800.000,560.000,540.000,2400.000,5500.000,550.000,3.001,101.024,1.831,2.437,2.500,2.461,0.000,0.039,2.485,4.993,14.996,-14.813,9.723,-0.009,20.316,0.527,9.613,0.066,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
163,SG 09 A968 00,81046010,2023-04-12,2.046,2.031,1200.000,550.000,510.000,2350.000,5600.000,550.000,3.522,100.286,1.821,2.451,2.568,2.349,0.000,0.000,2.485,4.987,14.960,-14.740,9.940,-0.055,20.681,0.175,9.734,-0.009,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
164,SG 09 A969 00,81046010,2023-04-11,2.098,2.020,1800.0000,560.000,530.000,2350.000,5500.000,550.000,,,,,,,,,,,,,,,,,,,,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ºÒÇÕ°Ý,0908,2304,164.0
165,SG 09 A970 00,81046010,2023-04-13,2.047,2.003,1600.000,560.000,510.000,2300.000,5500.000,540.000,3.059,100.695,1.812,2.451,2.539,2.437,0.000,0.000,2.485,4.980,14.960,-14.813,9.938,-0.056,20.556,0.093,9.825,0.006,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2304,164.0
