,ÀÏ·Ã¹øÈ£,Ç°¹ø,½ÃÇèÀÏÀÚ,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ºÒÇÕ°Ý Ç×¸ñ,ÆÇÁ¤,LOT ¹øÈ£,ÇÕ°Ý¿©ºÎ,»ý»ê³â¿ù,½ÃÇè³â¿ù,¿î¿ë¿ù
367,SG 09 B005 00,81046010,2023-12-01,2.029,2.026,1800.000,560.000,530.000,2400.000,5500.000,550.000,3.032,100.919,1.802,2.437,2.510,2.461,0.000,0.000,2.480,4.999,14.996,-14.832,9.560,0.025,20.129,0.323,9.556,0.091,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2312,172.0
368,SG 09 B019 00,81046010,2023-11-30,2.032,2.019,1750.000,550.000,500.000,2300.000,5500.000,500.000,3.052,98.184,1.812,2.378,2.471,2.456,0.000,0.000,2.480,4.999,14.941,-15.216,9.696,0.092,20.610,0.559,9.702,0.184,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09¾Æ056-030°¡,ÇÕ°Ý,0908,2311,171.0
369,SG 09 B023 00,81046010,2023-12-01,2.042,2.049,1750.000,550.000,500.000,2300.000,5500.000,540.000,3.052,100.583,1.807,2.437,2.544,2.446,0.000,0.024,2.485,4.987,14.941,-14.832,4.734,-0.907,-1.983,0.191,,,,"±âº»¼º´É(°­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ºÒÇÕ°Ý,0909,2312,171.0
370,SG 09 B075 00,81046010,2023-12-05,2.083,2.075,1800.000,550.000,530.000,2200.000,5300.000,550.000,3.043,100.685,1.831,2.485,2.515,2.422,0.000,0.000,2.480,4.974,14.960,-14.886,9.517,0.033,20.259,0.365,9.485,0.105,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2312,169.0
371,SG 09 B081 00,81046010,2023-12-05,2.037,2.046,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.061,100.749,1.807,2.485,2.544,2.427,0.000,0.005,2.485,4.987,14.941,-14.758,9.860,0.054,20.822,0.522,9.829,0.142,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2312,169.0
372,SG 09 B082 00,81046010,2023-12-05,2.101,1.981,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.050,100.908,1.792,2.495,2.534,2.407,0.000,0.000,2.480,4.987,14.941,-14.758,10.098,-0.043,21.365,0.450,10.070,0.032,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ÇÕ°Ý,0911,2312,169.0
373,SG 09 B105 00,81046010,2023-12-05,2.105,6.675,1800.000,550.000,500.000,2300.000,5500.000,530.000,3.059,100.979,1.787,2.437,2.539,2.437,0.000,0.029,2.485,4.993,14.978,-14.722,9.776,0.031,20.656,0.33,9.741,0.127,21.0,½ºÄûºê,ºÒÇÕ°Ý,¿¤³Ø¿ø09Ä«056-033°¡,ºÒÇÕ°Ý,0911,2312,169.0
374,SG 10 B171 00,81046010,2023-12-01,2.000,2.062,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.052,100.364,1.802,2.461,2.573,2.437,0.000,0.000,2.485,4.974,14.978,-14.923,9.796,0.022,20.758,0.613,9.745,0.111,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2312,163.0
375,SG 10 B172 00,81046010,2023-12-05,2.011,2.036,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.059,100.480,1.787,2.422,2.510,2.456,0.000,0.00,2.485,4.993,14.960,-14.886,9.690,0.033,20.521,0.427,9.665,0.120,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2312,163.0
376,SG 10 B175 00,81046010,2023-12-05,2.019,2.030,1500.000,550.000,530.000,2400.000,5500.000,550.000,3.059,99.577,1.841,2.437,2.544,2.437,0.000,0.039,2.490,4.987,14.996,-14.886,9.629,0.006,20.528,0.459,9.612,0.130,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2312,163.0
377,SG 10 B179 00,81046010,2023-12-05,2.038,2.037,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,99.576,1.812,2.373,2.549,2.432,0.000,0.000,2.480,4.993,14.996,-14.832,10.191,0.083,21.161,0.416,10.051,0.191,21.0,Á¤·Ä,ºÒÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ºÒÇÕ°Ý,1005,2312,163.0
378,SG 10 B183 00,81046010,2023-12-05,2.013,2.039,1800.000,560.000,550.000,2400.000,5500.000,550.000,3.199,99.162,1.826,2.515,2.524,2.422,0.000,0.005,2.490,4.987,14.960,-15.198,9.794,0.059,20.646,0.494,9.749,0.146,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10¸¶056-036°¡,ÇÕ°Ý,1005,2312,163.0
379,SG 10 B329 00,81046010,2023-12-01,2.049,2.110,1800.000,550.000,510.000,2300.000,5000.000,550.000,3.309,98.187,1.821,2.495,2.607,2.397,0.000,0.000,2.490,4.993,14.941,-15.143,7.865,-3.678,,,,,20.0,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø10Â÷056-041°¡,ºÒÇÕ°Ý,1010,2312,158.0
380,SG 10 B365 00,81046010,2023-12-01,2.298,1.992,1800.000,550.000,550.000,2400.000,5500.000,550.000,3.049,100.061,1.831,2.402,2.578,2.378,0.000,0.000,2.490,4.987,14.978,-14.832,9.826,0.048,20.842,0.517,9.810,0.061,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042°¡,ÇÕ°Ý,1011,2312,157.0
381,SG 10 B366 00,81046010,2023-11-30,2.050,2.215,1800.000,550.000,550.000,2300.000,5500.000,550.000,3.059,100.843,1.831,2.388,2.534,2.461,0.000,0.000,2.495,4.999,15.033,-14.813,9.850,-0.019,20.974,0.173,9.848,0.009,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042°¡,ÇÕ°Ý,1011,2311,156.0
382,SG 09 A943 00,81046010,2024-01-03,2.107,2.058,1600.000,550.000,510.000,2400.000,5500.000,550.000,3.299,99.459,1.807,2.451,2.529,2.471,0.000,0.015,2.485,4.980,14.978,-14.905,9.699,-0.034,-3.466,0.221,9.617,0.092,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2401,174.0
383,SG 09 A944 00,81046010,2024-01-04,2.159,2.036,1800.000,550.000,500.000,2300.000,5500.000,550.000,3.282,99.100,1.821,2.432,2.515,2.456,0.000,0.000,2.485,4.987,14.978,-14.868,9.703,0.048,20.306,0.500,9.661,0.143,20.0,,ÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ÇÕ°Ý,0907,2401,174.0
384,SG 09 A945 00,81046010,2024-01-04,2.000,2.082,1800.000,550.000,500.000,2300.000,5500.000,510.000,3.051,100.239,1.787,2.471,2.520,2.490,0.000,0.000,2.490,4.993,14.960,-14.832,9.833,0.007,-3.270,0.201,9.765,0.064,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09»ç056-029°¡,ºÒÇÕ°Ý,0907,2401,174.0
385,SG 09 B024 00,81046010,2024-01-04,2.013,2.032,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.042,100.649,1.816,2.515,2.515,2.456,0.000,0.005,2.485,4.987,14.923,-14.722,9.743,0.051,-3.233,0.183,9.761,0.163,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ºÒÇÕ°Ý,0909,2401,172.0
386,SG 09 B026 00,81046010,2024-01-05,2.749,2.027,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.069,100.659,1.807,2.432,2.549,2.417,0.000,0.000,2.485,4.987,14.960,-14.832,9.728,0.078,20.476,0.612,9.714,0.189,21.0,½ºÄûºê,ºÒÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ºÒÇÕ°Ý,0909,2401,172.0
387,SG 09 B027 00,81046010,2024-01-05,2.083,1.999,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.069,99.532,1.821,2.500,2.573,2.363,0.000,0.000,2.485,4.980,14.978,-14.905,9.755,-0.041,20.627,0.329,9.707,0.069,21.0,,ÇÕ°Ý,¿¤³Ø¿ø09ÀÚ056-031°¡,ÇÕ°Ý,0909,2401,172.0
388,SG 10 B331 00,81046010,2024-01-04,2.038,2.049,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.051,100.620,1.855,2.383,2.559,2.402,0.000,0.000,2.500,4.999,14.978,-14.813,9.492,-0.021,20.362,0.508,9.346,0.025,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Â÷056-041-°¡,ÇÕ°Ý,1010,2401,159.0
389,SG 10 B332 00,81046010,2024-01-04,2.051,2.033,1800.000,550.000,530.000,2200.000,5000.000,550.000,3.044,100.744,1.846,2.441,2.544,2.397,0.000,0.000,2.495,4.993,14.960,-14.795,9.506,0.009,20.350,0.317,9.522,0.087,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Â÷056-041-°¡,ÇÕ°Ý,1010,2401,159.0
390,SG 10 B333 00,81046010,2024-01-03,2.100,2.028,1850.000,600.000,550.000,2400.000,5500.000,550.000,3.052,99.385,1.802,2.539,2.568,2.407,0.000,0.000,2.495,4.993,14.978,-15.179,10.345,-0.056,21.040,0.438,10.347,0.078,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Â÷056-041-°¡,ÇÕ°Ý,1010,2401,159.0
391,SG 10 B334 00,81046010,2024-01-08,2.047,2.066,1800.000,550.000,510.000,2300.000,5400.000,550.000,3.052,100.810,1.826,2.505,2.529,2.432,0.000,0.010,2.495,4.987,14.996,-14.740,9.891,-0.020,20.348,0.234,9.754,0.078,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
392,SG 10 B340 00,81046010,2024-01-08,2.030,2.032,1800.000,550.000,510.000,2300.000,5400.000,550.000,3.061,100.663,1.831,2.471,2.520,2.446,0.000,0.000,2.495,4.993,14.941,-14.758,9.782,-0.085,20.434,0.144,9.632,-0.013,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
393,SG 10 B341 00,81046010,2024-01-08,2.014,1.996,1600.000,550.000,510.000,2300.000,5500.000,550.000,3.061,100.748,1.816,2.515,2.500,2.490,0.000,0.015,2.495,4.993,14.960,-14.758,9.779,0.044,-2.194,0.327,9.711,0.173,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ºÒÇÕ°Ý,1011,2401,158.0
394,SG 10 B342 00,81046010,2024-01-08,2.039,2.043,1800.000,550.000,530.000,2400.000,5500.000,550.000,3.522,100.115,1.841,2.461,2.544,2.476,0.000,0.000,2.495,4.993,14.960,-14.740,9.801,0.016,20.428,0.183,9.760,0.038,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
395,SG 10 B352 00,81046010,2024-01-03,2.176,2.083,1500.000,550.000,510.000,2400.000,5500.000,550.000,3.052,100.901,1.792,2.466,2.559,2.437,0.000,0.000,2.495,4.993,14.941,-14.758,9.938,0.030,20.773,0.377,9.875,0.156,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
396,SG 10 B354 00,81046010,2024-01-08,2.091,2.113,1800.000,550.000,540.000,2300.000,5500.000,550.000,3.274,99.934,1.821,2.471,2.510,2.461,0.000,0.005,2.495,4.987,14.996,-14.795,10.013,0.015,20.819,0.327,9.893,0.070,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
397,SG 10 B364 00,81046010,2024-01-08,1.900,2.010,1800.000,580.000,550.000,2200.000,5500.000,560.000,3.051,100.252,1.841,2.480,2.510,2.480,0.000,0.000,2.495,4.993,15.015,-14.886,4.104,-0.246,,,,,21.0,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ºÒÇÕ°Ý,1011,2401,158.0
398,SG 10 B376 00,81046010,2024-01-08,2.055,2.261,1800.000,550.000,530.000,2300.000,5500.000,550.000,3.504,99.352,1.860,2.466,2.539,2.451,0.000,0.000,2.500,4.999,14.996,-14.850,9.774,0.040,20.342,0.083,9.564,0.077,20.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
399,SG 10 B377 00,81046010,2024-01-05,2.067,2.044,1800.000,550.000,530.000,2300.000,5400.000,550.000,3.530,100.094,1.821,2.393,2.520,2.490,0.000,0.000,2.490,4.980,14.960,-14.703,9.820,-0.033,-2.115,0.087,-8.873,-0.133,20.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ºÒÇÕ°Ý,1011,2401,158.0
400,SG 10 B378 00,81046010,2024-01-04,2.000,2.194,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.023,100.619,1.816,2.495,2.539,2.471,0.000,0.000,2.495,4.987,15.015,-14.832,9.751,-0.002,20.742,0.392,9.734,0.065,21.0,,ÇÕ°Ý,¿¤³Ø¿ø10Ä«056-042-°¡,ÇÕ°Ý,1011,2401,158.0
401,SG 11 B393 00,81046010,2024-01-16,2.051,2.280,1800.000,550.000,540.000,2400.000,5500.000,550.000,3.069,100.932,1.855,2.495,2.505,2.476,0.000,0.000,2.500,5.005,14.960,-14.758,9.400,-2.104,,,,,,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ºÒÇÕ°Ý,1102,2401,155.0
402,SG 11 B394 00,81046010,2024-01-15,2.046,2.538,1900.000,590.000,550.000,2400.000,5500.000,590.000,3.264,100.319,1.797,2.456,2.549,2.476,0.000,0.000,2.485,4.980,14.978,-14.795,10.213,-0.055,-3.493,0.195,10.168,0.021,20.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ºÒÇÕ°Ý,1102,2401,155.0
403,SG 11 B395 00,81046010,2024-01-18,1.900,2.020,1800.000,550.000,550.000,2400.000,5800.000,560.000,4.481,-99.990,1.914,2.393,2.520,2.466,0.000,0.000,2.495,4.987,15.015,-14.777,,,20.286,-0.397,9.614,-0.332,19.0,±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡),ºÒÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ºÒÇÕ°Ý,1102,2401,155.0
404,SG 11 B398 00,81046010,2024-01-16,2.072,2.003,1800.000,550.000,500.000,2300.000,5100.000,540.000,3.069,100.890,1.777,2.466,2.534,2.432,0.000,0.000,2.500,4.999,14.996,-14.777,10.086,0.042,20.890,0.435,9.921,0.104,21.0,,ÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ÇÕ°Ý,1102,2401,155.0
405,SG 11 B399 00,81046010,2024-01-17,2.013,2.063,1800.000,550.000,510.000,2300.000,5500.000,550.000,3.002,99.283,1.836,2.393,2.495,2.476,0.000,0.015,2.490,4.993,14.978,-15.198,9.498,0.192,-2.464,0.386,-9.094,0.284,21.0,"½ºÄûºê, ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ºÒÇÕ°Ý,1102,2401,155.0
406,SG 11 B400 00,81046010,2024-01-17,2.000,2.023,1800.000,550.000,520.000,2400.000,5500.000,550.000,3.069,100.554,1.812,2.471,2.510,2.490,0.000,0.010,2.495,4.999,14.978,-14.777,4.039,-0.313,-1.224,0.103,9.708,0.143,20.0,"±âº»¼º´É(°­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ºÒÇÕ°Ý,1102,2401,155.0
407,SG 11 B402 00,81046010,2024-01-18,2.047,2.041,1700.000,560.000,550.000,2400.000,5500.000,550.000,3.034,101.121,1.870,2.490,2.505,2.471,0.000,0.000,2.495,5.005,14.978,-14.722,4.432,-1.402,4.779,-1.467,-8.574,-0.350,21.0,"±âº»¼º´É(°­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11³ª056-043°¡,ºÒÇÕ°Ý,1102,2401,155.0
408,SG 11 B429 00,81046010,2024-01-15,2.057,2.049,1800.000,550.000,550.000,2500.000,5500.000,550.000,4.951,-99.990,1.880,2.446,2.559,2.441,0.000,0.049,2.495,4.993,15.015,-15.234,,,2.781,-0.900,,,,"±âº»¼º´É(À¯µµÁ¦¾îÀåÄ¡, °­Á¦¼¼Â÷), ÃÖ´ëÃßÀû·ü",ºÒÇÕ°Ý,¿¤³Ø¿ø11´Ù056-044°¡,ºÒÇÕ°Ý,1103,2401,154.0
409,SG 11 B437 00,81046010,2024-01-15,1.900,2.072,1900.000,550.000,550.000,2400.000,5500.000,550.000,3.069,100.731,1.812,2.378,2.500,2.480,0.000,0.044,2.490,4.999,14.996,-14.850,10.053,-0.015,-3.036,0.231,-8.783,-0.126,21.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11´Ù056-044°¡,ºÒÇÕ°Ý,1103,2401,154.0
410,SG 11 B467 00,81046010,2024-01-12,2.000,2.157,1900.000,590.000,520.000,2400.000,5900.000,550.000,3.300,100.649,1.826,2.480,2.568,2.412,0.000,0.005,2.490,4.993,15.015,-14.777,9.844,0.045,20.690,0.520,9.815,0.254,20.0,,ÇÕ°Ý,¿¤³Ø¿ø11¸¶056-045°¡,ÇÕ°Ý,1105,2401,152.0
411,SG 11 B484 00,81046010,2024-01-16,2.070,2.016,1800.000,550.000,500.000,2400.000,5500.000,500.000,3.522,99.627,1.846,2.495,2.598,2.407,0.000,0.000,2.490,4.993,14.941,-14.777,9.880,-0.020,20.558,0.156,9.712,0.002,20.0,,ÇÕ°Ý,¿¤³Ø¿ø11¸¶056-045°¡,ÇÕ°Ý,1105,2401,152.0
412,SG 11 B492 00,81046010,2024-01-17,2.097,2.036,1800.000,550.000,500.000,2300.000,5500.000,510.000,3.412,100.039,1.841,2.480,2.505,2.480,0.000,0.039,2.490,4.987,15.015,-14.740,9.582,-0.061,-2.530,-0.002,-9.146,-0.126,20.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11¸¶056-045°¡,ºÒÇÕ°Ý,1105,2401,152.0
413,SG 11 B502 00,81046010,2024-01-16,3.313,2.030,1600.000,550.000,500.000,2300.000,5500.000,520.000,3.042,101.369,1.802,2.451,2.559,2.383,0.000,0.020,2.490,4.999,15.015,-14.703,9.724,0.075,-1.897,0.266,-9.323,0.120,21.0,"½ºÄûºê»óÅÂ, ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11¸¶056-045°¡,ºÒÇÕ°Ý,1105,2401,152.0
414,SG 11 B534 00,81046010,2024-01-17,2.043,2.055,1800.000,580.000,550.000,2400.000,5700.000,570.000,3.004,101.171,1.826,2.466,2.505,2.451,0.000,0.000,2.485,4.987,14.996,-14.758,9.646,0.013,-3.280,-0.287,1.540,-0.447,21.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11»ç056-047°¡,ºÒÇÕ°Ý,1107,2401,150.0
415,SG 11 B570 00,81046010,2024-01-15,2.046,2.235,1800.000,550.000,500.000,2400.000,5500.000,550.000,3.059,100.885,1.836,2.485,2.515,2.490,0.000,0.015,2.490,4.980,14.978,-14.795,9.883,0.083,-3.328,0.363,9.785,0.253,21.0,ÃÖ´ëÃßÀû·ü,ºÒÇÕ°Ý,¿¤³Ø¿ø11¾Æ056-048°¡,ºÒÇÕ°Ý,1108,2401,149.0
416,SG 11 B614 00,81046010,2024-01-16,2.039,2.029,1700.000,550.000,510.000,2400.000,5500.000,540.000,3.549,100.198,1.821,2.490,2.524,2.490,0.000,0.000,2.485,4.999,14.978,-14.832,9.848,0.026,-3.096,0.024,-8.716,0.220,20.0,"ÃÖ´ëÃßÀû·ü, °íÂø¹®ÅÎ°ª",ºÒÇÕ°Ý,¿¤³Ø¿ø11Â÷056-050°¡,ºÒÇÕ°Ý,1110,2401,147.0
417,SG 11 B615 00,81046010,2024-01-16,1.900,2.020,1800.000,550.000,520.000,2500.000,5500.000,550.000,3.069,99.762,1.821,2.432,2.549,2.427,0.000,0.000,2.490,4.980,14.996,-15.143,9.678,0.079,20.224,0.261,9.667,0.202,21.0,,ÇÕ°Ý,¿¤³Ø¿ø11Â÷056-050°¡,ÇÕ°Ý,1110,2401,147.0
418,SG 11 B619 00,81046010,2024-01-15,2.091,2.025,1800.000,580.000,520.000,2500.000,5900.000,550.000,3.042,101.318,1.602,2.583,2.505,2.549,0.000,0.010,2.495,4.993,14.996,-14.740,7.955,-0.863,,,,,,±âº»¼º´É(°­Á¦¼¼Â÷),ºÒÇÕ°Ý,¿¤³Ø¿ø11Â÷056-050°¡,ºÒÇÕ°Ý,1110,2401,147.0
